session_id,plugin_time,plugout_time,duration_hours,energy_kwh,user_type,plugin_category,month
5714,2019-09-06 13:11:00,2019-09-06 19:43:24,6.54,41.14,Private,2,9
5715,2019-11-01 01:05:00,2019-11-01 07:36:48,6.53,23.51,Private,7,11
5716,2019-09-15 15:10:00,2019-09-15 18:50:48,3.68,13.25,Private,3,9
5717,2019-11-13 08:48:00,2019-11-13 15:35:24,6.79,24.44,Private,0,11
5718,2019-01-27 23:50:00,2019-01-28 03:57:12,4.12,29.66,Shared,6,1
5719,2018-12-04 09:21:00,2018-12-04 16:39:36,7.31,26.32,Shared,1,12
5720,2019-12-22 10:14:00,2019-12-22 11:32:36,1.31,4.72,Private,1,12
5721,2019-09-20 15:43:00,2019-09-20 19:22:36,3.66,26.35,Shared,3,9
5722,2019-04-24 00:23:00,2019-04-24 16:55:24,16.54,24.27,Private,7,4
5723,2020-01-04 08:21:00,2020-01-04 11:15:00,2.9,10.44,Shared,0,1
5724,2018-12-02 18:20:00,2018-12-02 21:35:00,3.25,11.7,Private,4,12
5725,2019-08-08 16:50:00,2019-08-08 20:27:12,3.62,26.06,Private,4,8
5726,2019-10-09 18:00:00,2019-10-09 20:07:12,2.12,7.63,Shared,4,10
5727,2019-06-20 15:53:00,2019-06-20 16:56:36,1.06,3.82,Private,3,6
5728,2019-05-14 14:05:00,2019-05-14 18:17:36,4.21,30.31,Private,3,5
5729,2019-07-21 20:15:00,2019-07-22 01:42:00,5.45,19.62,Private,5,7
5730,2019-01-30 22:08:00,2019-01-31 02:54:12,4.77,17.17,Private,6,1
5731,2019-02-19 06:16:00,2019-02-19 10:44:48,4.48,16.13,Private,0,2
5732,2019-06-15 16:56:00,2019-06-15 22:02:00,5.1,18.36,Private,4,6
5733,2018-12-22 16:04:00,2018-12-23 02:11:48,10.13,55.09,Shared,4,12
5734,2019-08-01 22:29:00,2019-08-02 02:48:48,4.33,15.59,Private,6,8
5735,2019-05-30 03:36:00,2019-05-30 06:54:36,3.31,23.83,Private,7,5
5736,2019-03-10 19:10:00,2019-03-10 23:14:12,4.07,29.3,Private,5,3
5737,2019-11-04 20:40:00,2019-11-05 04:05:48,7.43,49.87,Private,5,11
5738,2019-04-06 18:33:00,2019-04-07 07:51:36,13.31,47.92,Shared,4,4
5739,2019-01-21 02:52:00,2019-01-21 06:03:24,3.19,22.97,Private,7,1
5740,2019-11-21 17:26:00,2019-11-21 22:44:36,5.31,19.12,Private,4,11
5741,2019-04-17 21:01:00,2019-04-18 03:17:48,6.28,22.61,Private,5,4
5742,2020-01-09 10:19:00,2020-01-09 12:47:12,2.47,17.78,Shared,1,1
5743,2019-07-27 22:08:00,2019-07-28 03:09:12,5.02,18.07,Private,6,7
5744,2019-04-08 20:14:00,2019-04-08 22:00:48,1.78,12.82,Shared,5,4
5745,2019-07-14 16:20:00,2019-07-14 17:46:24,1.44,5.18,Private,4,7
5746,2019-05-30 21:44:00,2019-05-31 04:08:00,6.4,23.04,Private,5,5
5747,2019-09-11 16:23:00,2019-09-11 20:10:24,3.79,27.29,Private,4,9
5748,2019-02-26 19:13:00,2019-02-27 00:55:36,5.71,41.11,Shared,5,2
5749,2019-10-18 08:57:00,2019-10-18 13:50:24,4.89,21.65,Shared,0,10
5750,2019-04-04 20:42:00,2019-04-04 23:12:00,2.5,18.0,Private,5,4
5751,2019-08-28 15:18:00,2019-08-28 20:06:00,4.8,34.56,Shared,3,8
5752,2019-04-07 19:20:00,2019-04-07 21:25:24,2.09,15.05,Private,5,4
5753,2019-11-29 12:35:00,2019-11-30 01:41:36,13.11,56.38,Private,2,11
5754,2020-01-08 03:15:00,2020-01-08 05:10:12,1.92,13.82,Shared,7,1
5755,2020-01-30 13:57:00,2020-01-30 18:16:12,4.32,15.55,Private,2,1
5756,2018-12-29 23:27:00,2018-12-30 01:50:24,2.39,8.6,Shared,6,12
5757,2019-01-29 14:05:00,2019-01-29 21:27:48,7.38,41.91,Private,3,1
5758,2019-11-18 01:55:00,2019-11-18 05:50:48,3.93,28.3,Private,7,11
5759,2019-08-28 16:56:00,2019-08-28 20:23:00,3.45,12.42,Private,4,8
5760,2019-04-25 15:23:00,2019-04-26 00:23:00,9.0,32.4,Shared,3,4
5761,2019-05-06 13:59:00,2019-05-06 19:02:36,5.06,18.22,Private,2,5
5762,2019-05-23 15:18:00,2019-05-23 22:24:36,7.11,46.29,Private,3,5
5763,2019-12-27 23:11:00,2019-12-28 01:40:24,2.49,17.93,Private,6,12
5764,2019-06-06 08:07:00,2019-06-06 09:58:00,1.85,6.66,Private,0,6
5765,2019-12-21 18:11:00,2019-12-21 23:31:24,5.34,38.45,Private,4,12
5766,2019-09-27 21:28:00,2019-09-28 01:25:36,3.96,14.26,Shared,5,9
5767,2019-05-15 13:23:00,2019-05-15 21:03:48,7.68,27.65,Shared,2,5
5768,2019-01-01 16:16:00,2019-01-01 20:56:48,4.68,33.7,Shared,4,1
5769,2020-01-13 17:30:00,2020-01-13 23:13:12,5.72,20.59,Shared,4,1
5770,2018-12-25 15:52:00,2018-12-25 17:27:24,1.59,5.72,Shared,3,12
5771,2019-01-09 08:05:00,2019-01-10 02:39:48,18.58,33.8,Shared,0,1
5772,2019-04-02 23:10:00,2019-04-03 03:35:12,4.42,31.31,Private,6,4
5773,2020-01-23 20:40:00,2020-01-24 04:44:12,8.07,20.73,Private,5,1
5774,2019-12-16 19:46:00,2019-12-16 22:31:36,2.76,9.94,Shared,5,12
5775,2019-10-17 18:28:00,2019-10-18 00:36:24,6.14,44.21,Shared,4,10
5776,2019-02-14 22:33:00,2019-02-15 00:32:24,1.99,14.33,Shared,6,2
5777,2018-12-19 16:27:00,2018-12-19 23:15:00,6.8,24.48,Private,4,12
5778,2019-01-12 14:06:00,2019-01-12 17:57:36,3.86,13.9,Private,3,1
5779,2019-02-10 22:05:00,2019-02-11 03:08:36,5.06,22.43,Shared,6,2
5780,2019-12-25 07:10:00,2019-12-25 15:14:12,8.07,58.1,Shared,0,12
5781,2019-08-19 05:08:00,2019-08-19 07:13:24,2.09,7.52,Private,7,8
5782,2019-06-19 02:47:00,2019-06-19 05:51:12,3.07,22.1,Private,7,6
5783,2019-07-25 20:39:00,2019-07-26 03:28:12,6.82,47.79,Private,5,7
5784,2018-12-17 05:04:00,2018-12-18 02:35:12,21.52,24.66,Shared,7,12
5785,2019-02-08 12:41:00,2019-02-08 17:11:00,4.5,32.26,Private,2,2
5786,2019-04-06 21:58:00,2019-04-07 05:27:24,7.49,23.73,Shared,5,4
5787,2019-09-23 15:47:00,2019-09-23 20:23:00,4.6,33.12,Private,3,9
5788,2019-07-29 19:57:00,2019-07-30 15:14:24,19.29,58.63,Private,5,7
5789,2019-02-26 19:21:00,2019-02-26 20:48:36,1.46,10.51,Private,5,2
5790,2019-11-03 22:24:00,2019-11-04 03:41:24,5.29,38.09,Private,6,11
5791,2019-12-04 19:23:00,2019-12-04 20:58:24,1.59,5.72,Shared,5,12
5792,2019-09-01 09:49:00,2019-09-01 10:40:36,0.86,6.19,Private,1,9
5793,2018-12-29 02:51:00,2018-12-29 08:57:00,6.1,43.92,Shared,7,12
5794,2019-08-29 15:39:00,2019-08-29 21:06:36,5.46,39.31,Private,3,8
5795,2019-10-13 17:19:00,2019-10-13 21:22:36,4.06,29.23,Private,4,10
5796,2019-08-06 14:51:00,2019-08-06 19:27:00,4.6,16.56,Private,3,8
5797,2019-04-28 09:42:00,2019-04-29 09:42:00,24.0,40.88,Shared,1,4
5798,2019-04-26 04:01:00,2019-04-26 08:08:48,4.13,14.87,Private,7,4
5799,2019-04-30 07:50:00,2019-04-30 14:54:48,7.08,25.49,Private,0,4
5800,2019-05-22 10:41:00,2019-05-22 13:49:24,3.14,11.3,Private,1,5
5801,2019-12-09 02:02:00,2019-12-09 08:07:24,6.09,43.85,Private,7,12
5802,2019-11-15 02:29:00,2019-11-15 06:40:24,4.19,15.08,Shared,7,11
5803,2019-09-13 23:46:00,2019-09-14 03:29:12,3.72,13.39,Private,6,9
5804,2019-05-19 05:35:00,2019-05-19 23:16:24,17.69,43.06,Shared,7,5
5805,2019-10-24 08:31:00,2019-10-24 19:48:24,11.29,62.51,Shared,0,10
5806,2019-08-03 21:58:00,2019-08-04 03:25:00,5.45,19.62,Private,5,8
5807,2019-12-25 23:20:00,2019-12-26 00:19:24,0.99,3.56,Private,6,12
5808,2019-08-12 12:09:00,2019-08-12 16:00:00,3.85,13.86,Shared,2,8
5809,2019-05-23 15:00:00,2019-05-24 15:00:00,24.0,50.81,Shared,3,5
5810,2019-05-25 19:08:00,2019-05-25 23:20:36,4.21,27.89,Private,5,5
5811,2019-05-13 17:14:00,2019-05-14 03:57:12,10.72,23.81,Shared,4,5
5812,2019-11-11 03:24:00,2019-11-11 16:59:24,13.59,38.35,Private,7,11
5813,2019-07-02 06:46:00,2019-07-02 12:32:12,5.77,41.54,Private,0,7
5814,2018-12-31 16:01:00,2018-12-31 18:46:00,2.75,19.8,Private,4,12
5815,2019-06-27 08:38:00,2019-06-27 09:32:00,0.9,6.48,Private,0,6
5816,2019-02-12 18:24:00,2019-02-13 02:24:00,8.0,57.6,Shared,4,2
5817,2019-03-07 21:32:00,2019-03-08 00:20:00,2.8,10.08,Shared,5,3
5818,2019-10-10 06:51:00,2019-10-10 12:27:00,5.6,22.65,Private,0,10
5819,2020-01-29 22:03:00,2020-01-30 00:06:36,2.06,14.83,Private,6,1
5820,2019-10-29 15:41:00,2019-10-29 19:47:36,4.11,22.98,Private,3,10
5821,2018-12-09 19:05:00,2018-12-10 00:09:12,5.07,18.25,Private,5,12
5822,2018-12-25 22:02:00,2018-12-26 04:00:48,5.98,21.53,Private,6,12
5823,2019-12-06 03:29:00,2019-12-06 05:45:12,2.27,16.34,Shared,7,12
5824,2019-05-25 23:24:00,2019-05-26 10:51:00,11.45,39.64,Private,6,5
5825,2019-10-13 01:16:00,2019-10-13 04:31:36,3.26,11.74,Shared,7,10
5826,2019-11-22 13:49:00,2019-11-22 15:20:48,1.53,5.51,Private,2,11
5827,2019-06-14 21:20:00,2019-06-15 01:55:24,4.59,31.3,Shared,5,6
5828,2019-09-02 19:12:00,2019-09-03 00:16:12,5.07,18.25,Shared,5,9
5829,2019-01-12 12:19:00,2019-01-12 17:51:24,5.54,38.5,Shared,2,1
5830,2019-07-26 07:16:00,2019-07-26 20:07:00,12.85,43.77,Shared,0,7
5831,2019-07-05 07:18:00,2019-07-05 11:30:00,4.2,15.12,Shared,0,7
5832,2019-12-18 23:52:00,2019-12-19 04:25:36,4.56,32.83,Private,6,12
5833,2019-07-04 04:15:00,2019-07-04 06:32:24,2.29,16.49,Private,7,7
5834,2019-09-23 16:11:00,2019-09-24 00:59:00,8.8,22.95,Private,4,9
5835,2020-01-27 16:22:00,2020-01-27 22:00:24,5.64,20.3,Private,4,1
5836,2019-12-15 23:32:00,2019-12-16 03:13:24,3.69,13.28,Shared,6,12
5837,2019-02-21 14:34:00,2019-02-21 15:52:36,1.31,9.43,Shared,3,2
5838,2019-10-05 04:42:00,2019-10-05 18:18:36,13.61,65.66,Private,7,10
5839,2019-01-12 18:21:00,2019-01-12 20:27:00,2.1,7.56,Shared,4,1
5840,2019-04-21 15:42:00,2019-04-21 18:58:12,3.27,23.54,Private,3,4
5841,2019-12-28 14:52:00,2019-12-28 21:14:12,6.37,21.66,Private,3,12
5842,2019-06-08 09:56:00,2019-06-08 12:04:24,2.14,15.41,Private,1,6
5843,2019-04-10 16:50:00,2019-04-10 18:34:24,1.74,6.26,Private,4,4
5844,2019-08-07 20:48:00,2019-08-07 21:55:12,1.12,4.03,Shared,5,8
5845,2019-06-11 16:47:00,2019-06-12 00:59:00,8.2,29.52,Private,4,6
5846,2019-10-25 00:47:00,2019-10-25 04:09:48,3.38,12.17,Shared,7,10
5847,2018-12-30 23:42:00,2018-12-31 23:42:00,24.0,45.38,Shared,6,12
5848,2018-12-17 23:15:00,2018-12-18 01:43:12,2.47,17.78,Private,6,12
5849,2019-11-10 13:06:00,2019-11-10 15:42:00,2.6,9.36,Private,2,11
5850,2019-08-07 19:51:00,2019-08-07 23:10:48,3.33,11.99,Private,5,8
5851,2019-08-04 14:31:00,2019-08-04 20:23:12,5.87,35.87,Private,3,8
5852,2019-08-15 21:55:00,2019-08-16 01:28:36,3.56,12.82,Shared,5,8
5853,2019-12-22 18:57:00,2019-12-23 02:33:00,7.6,54.72,Shared,4,12
5854,2019-11-14 07:33:00,2019-11-14 10:03:00,2.5,9.0,Shared,0,11
5855,2019-01-26 20:53:00,2019-01-26 22:45:48,1.88,13.54,Private,5,1
5856,2019-07-04 18:57:00,2019-07-04 20:21:36,1.41,10.15,Private,4,7
5857,2019-07-04 01:24:00,2019-07-04 02:26:24,1.04,7.49,Private,7,7
5858,2019-09-18 02:07:00,2019-09-18 05:34:00,3.45,24.84,Shared,7,9
5859,2019-03-23 13:26:00,2019-03-23 17:26:36,4.01,14.44,Private,2,3
5860,2019-06-09 04:09:00,2019-06-09 07:19:48,3.18,22.9,Private,7,6
5861,2019-09-30 09:41:00,2019-09-30 21:30:48,11.83,69.69,Private,1,9
5862,2019-12-14 04:53:00,2019-12-14 16:35:00,11.7,51.89,Private,7,12
5863,2019-08-27 18:40:00,2019-08-27 22:35:12,3.92,28.22,Private,4,8
5864,2019-07-06 00:22:00,2019-07-06 01:46:36,1.41,5.08,Private,7,7
5865,2019-11-28 12:11:00,2019-11-28 15:30:48,3.33,23.98,Shared,2,11
5866,2019-07-05 12:00:00,2019-07-05 15:15:00,3.25,11.7,Private,2,7
5867,2019-09-27 00:07:00,2019-09-27 03:14:48,3.13,22.54,Shared,7,9
5868,2019-12-21 21:52:00,2019-12-22 00:54:24,3.04,21.89,Shared,5,12
5869,2019-10-30 08:23:00,2019-10-30 11:30:48,3.13,22.54,Private,0,10
5870,2019-07-04 22:12:00,2019-07-05 01:58:48,3.78,13.61,Private,6,7
5871,2019-07-29 13:31:00,2019-07-29 16:41:12,3.17,22.82,Private,2,7
5872,2019-04-28 11:33:00,2019-04-28 17:16:48,5.73,41.26,Private,1,4
5873,2019-05-02 05:02:00,2019-05-02 11:24:12,6.37,22.93,Private,7,5
5874,2019-03-15 06:19:00,2019-03-15 08:56:12,2.62,9.43,Private,0,3
5875,2019-11-21 01:47:00,2019-11-21 13:50:36,12.06,27.0,Shared,7,11
5876,2020-01-07 15:05:00,2020-01-07 17:34:24,2.49,8.96,Shared,3,1
5877,2019-02-16 06:53:00,2019-02-16 08:29:00,1.6,5.76,Private,0,2
5878,2020-01-27 21:37:00,2020-01-28 04:05:12,6.47,46.58,Shared,5,1
5879,2019-02-10 21:21:00,2019-02-11 00:08:24,2.79,10.04,Shared,5,2
5880,2019-01-02 19:41:00,2019-01-03 01:53:00,6.2,22.32,Private,5,1
5881,2019-08-06 22:51:00,2019-08-06 23:46:12,0.92,3.31,Private,6,8
5882,2019-06-20 13:30:00,2019-06-21 02:37:48,13.13,47.27,Shared,2,6
5883,2019-02-20 17:37:00,2019-02-21 01:32:48,7.93,38.5,Private,4,2
5884,2019-11-16 16:45:00,2019-11-16 18:28:48,1.73,6.23,Private,4,11
5885,2018-12-16 23:23:00,2018-12-17 01:08:36,1.76,6.34,Shared,6,12
5886,2019-11-07 22:09:00,2019-11-08 14:07:12,15.97,60.68,Private,6,11
5887,2019-11-18 18:21:00,2019-11-18 21:18:36,2.96,21.31,Private,4,11
5888,2019-10-20 14:03:00,2019-10-20 16:48:36,2.76,19.87,Private,3,10
5889,2019-01-01 16:08:00,2019-01-01 17:08:36,1.01,7.27,Private,4,1
5890,2019-10-15 14:32:00,2019-10-15 18:24:12,3.87,27.86,Shared,3,10
5891,2019-08-16 12:58:00,2019-08-16 17:11:12,4.22,15.19,Private,2,8
5892,2019-01-31 15:28:00,2019-01-31 23:38:12,8.17,42.75,Private,3,1
5893,2019-04-05 16:26:00,2019-04-05 18:17:36,1.86,13.39,Shared,4,4
5894,2019-02-09 16:08:00,2019-02-09 17:50:36,1.71,12.31,Private,4,2
5895,2019-05-17 21:59:00,2019-05-18 04:46:24,6.79,24.44,Shared,5,5
5896,2019-09-15 15:37:00,2019-09-16 01:38:12,10.02,30.43,Shared,3,9
5897,2020-01-21 13:29:00,2020-01-21 15:08:00,1.65,11.88,Shared,2,1
5898,2019-06-21 06:58:00,2019-06-21 17:31:36,10.56,38.88,Private,0,6
5899,2020-01-02 22:45:00,2020-01-03 03:49:48,5.08,18.29,Private,6,1
5900,2019-12-04 17:32:00,2019-12-05 04:10:24,10.64,27.79,Private,4,12
5901,2019-11-22 21:50:00,2019-11-23 02:33:12,4.72,33.98,Shared,5,11
5902,2019-12-23 12:59:00,2019-12-23 13:50:00,0.85,3.06,Private,2,12
5903,2019-02-17 19:26:00,2019-02-17 23:53:00,4.45,25.83,Shared,5,2
5904,2019-11-09 12:45:00,2019-11-09 23:09:00,10.4,49.42,Shared,2,11
5905,2019-07-13 11:08:00,2019-07-13 13:47:00,2.65,9.54,Shared,1,7
5906,2019-10-21 21:35:00,2019-10-22 01:21:48,3.78,13.61,Private,5,10
5907,2019-12-24 04:27:00,2019-12-24 08:49:48,4.38,31.54,Private,7,12
5908,2019-03-23 16:12:00,2019-03-23 16:51:00,0.65,4.68,Shared,4,3
5909,2019-08-15 13:23:00,2019-08-16 05:20:36,15.96,46.57,Private,2,8
5910,2019-01-21 21:00:00,2019-01-21 23:38:24,2.64,19.01,Shared,5,1
5911,2019-08-09 22:37:00,2019-08-10 05:40:36,7.06,46.9,Private,6,8
5912,2019-04-13 17:12:00,2019-04-13 21:51:36,4.66,16.78,Private,4,4
5913,2019-10-02 08:21:00,2019-10-02 20:18:00,11.95,74.33,Shared,0,10
5914,2019-10-31 18:15:00,2019-11-01 00:49:48,6.58,23.69,Private,4,10
5915,2019-08-15 16:03:00,2019-08-15 20:15:00,4.2,15.12,Shared,4,8
5916,2019-02-08 01:27:00,2019-02-08 04:06:00,2.65,19.08,Private,7,2
5917,2019-08-11 22:43:00,2019-08-12 07:22:36,8.66,31.18,Private,6,8
5918,2019-05-06 06:49:00,2019-05-06 08:08:48,1.33,9.58,Shared,0,5
5919,2019-10-08 22:02:00,2019-10-09 05:48:48,7.78,23.87,Private,6,10
5920,2018-12-29 00:28:00,2018-12-29 02:45:24,2.29,8.24,Shared,7,12
5921,2019-04-11 18:14:00,2019-04-12 06:08:00,11.9,60.07,Private,4,4
5922,2019-06-24 22:52:00,2019-06-25 04:25:00,5.55,19.98,Private,6,6
5923,2019-03-18 11:20:00,2019-03-18 19:06:12,7.77,47.38,Private,1,3
5924,2019-02-12 09:22:00,2019-02-12 14:37:00,5.25,26.92,Shared,1,2
5925,2019-10-23 12:22:00,2019-10-23 13:49:00,1.45,5.22,Shared,2,10
5926,2019-09-25 19:48:00,2019-09-25 22:30:36,2.71,19.51,Shared,5,9
5927,2018-12-08 19:42:00,2018-12-09 03:37:48,7.93,23.47,Private,5,12
5928,2019-09-16 18:47:00,2019-09-17 00:21:12,5.57,20.05,Private,4,9
5929,2019-12-31 11:34:00,2019-12-31 22:53:12,11.32,57.37,Shared,1,12
5930,2019-06-18 22:40:00,2019-06-19 05:14:12,6.57,47.3,Shared,6,6
5931,2019-08-26 20:57:00,2019-08-26 23:28:12,2.52,9.07,Shared,5,8
5932,2020-01-30 14:36:00,2020-01-30 17:26:24,2.84,20.45,Private,3,1
5933,2019-04-26 14:01:00,2019-04-26 19:20:12,5.32,19.15,Private,3,4
5934,2019-02-21 21:42:00,2019-02-21 22:40:48,0.98,3.53,Shared,5,2
5935,2020-01-24 16:11:00,2020-01-25 08:09:48,15.98,61.37,Private,4,1
5936,2019-02-24 03:07:00,2019-02-24 09:52:00,6.75,48.6,Private,7,2
5937,2019-09-09 14:14:00,2019-09-10 01:55:24,11.69,24.27,Private,3,9
5938,2019-07-01 07:53:00,2019-07-01 09:31:24,1.64,11.81,Private,0,7
5939,2019-01-06 21:50:00,2019-01-07 09:40:24,11.84,42.62,Shared,5,1
5940,2018-12-31 04:28:00,2019-01-01 04:05:12,23.62,64.21,Private,7,12
5941,2019-06-02 16:15:00,2019-06-02 18:12:36,1.96,7.06,Private,4,6
5942,2019-07-13 17:07:00,2019-07-14 01:37:00,8.5,30.6,Private,4,7
5943,2019-11-05 03:20:00,2019-11-05 08:17:36,4.96,35.71,Private,7,11
5944,2019-03-07 02:36:00,2019-03-07 04:16:48,1.68,12.1,Private,7,3
5945,2019-06-05 11:19:00,2019-06-05 18:18:24,6.99,32.59,Private,1,6
5946,2019-03-01 15:51:00,2019-03-02 00:43:48,8.88,57.29,Shared,3,3
5947,2019-08-23 17:08:00,2019-08-23 20:23:00,3.25,23.4,Shared,4,8
5948,2019-09-20 05:07:00,2019-09-20 16:19:00,11.2,72.16,Shared,7,9
5949,2019-01-22 23:47:00,2019-01-23 01:19:24,1.54,11.09,Private,6,1
5950,2019-03-29 17:04:00,2019-03-29 18:48:24,1.74,12.53,Private,4,3
5951,2019-07-04 16:41:00,2019-07-04 22:08:00,5.45,23.32,Private,4,7
5952,2019-08-30 08:34:00,2019-08-30 13:36:24,5.04,18.14,Private,0,8
5953,2019-01-04 22:16:00,2019-01-05 01:16:00,3.0,21.6,Private,6,1
5954,2019-12-24 18:27:00,2019-12-25 03:10:48,8.73,31.43,Private,4,12
5955,2019-12-18 23:24:00,2019-12-19 06:34:48,7.18,25.85,Shared,6,12
5956,2020-01-03 16:15:00,2020-01-04 01:16:48,9.03,54.3,Shared,4,1
5957,2019-02-09 15:28:00,2019-02-09 20:00:24,4.54,16.34,Private,3,2
5958,2019-05-22 22:25:00,2019-05-23 05:58:00,7.55,27.18,Private,6,5
5959,2019-10-24 12:17:00,2019-10-24 15:54:48,3.63,13.07,Private,2,10
5960,2019-11-06 18:24:00,2019-11-07 15:15:36,20.86,59.34,Shared,4,11
5961,2019-10-20 15:47:00,2019-10-20 18:35:00,2.8,20.16,Shared,3,10
5962,2019-03-03 01:40:00,2019-03-03 23:17:12,21.62,21.35,Shared,7,3
5963,2019-05-26 20:30:00,2019-05-27 01:34:48,5.08,36.58,Shared,5,5
5964,2019-06-30 18:55:00,2019-06-30 20:48:24,1.89,6.8,Shared,4,6
5965,2019-02-18 11:17:00,2019-02-19 00:11:36,12.91,46.48,Shared,1,2
5966,2019-02-28 05:14:00,2019-02-28 10:38:36,5.41,19.48,Shared,7,2
5967,2019-12-27 03:11:00,2019-12-27 12:10:24,8.99,33.24,Private,7,12
5968,2019-12-10 11:23:00,2019-12-10 23:03:12,11.67,38.79,Private,1,12
5969,2019-09-03 20:34:00,2019-09-04 02:50:12,6.27,22.57,Shared,5,9
5970,2018-12-27 02:25:00,2018-12-27 05:41:12,3.27,11.77,Shared,7,12
5971,2019-02-20 17:30:00,2019-02-21 03:18:36,9.81,35.32,Private,4,2
5972,2019-10-10 07:37:00,2019-10-10 12:34:36,4.96,35.71,Private,0,10
5973,2020-01-29 23:41:00,2020-01-30 07:41:36,8.01,25.08,Private,6,1
5974,2019-12-14 22:33:00,2019-12-14 23:39:00,1.1,7.92,Private,6,12
5975,2019-09-01 15:40:00,2019-09-01 22:26:12,6.77,24.37,Private,3,9
5976,2019-11-16 21:11:00,2019-11-17 00:21:12,3.17,11.41,Private,5,11
5977,2019-06-04 16:33:00,2019-06-05 08:18:36,15.76,41.73,Shared,4,6
5978,2019-11-06 12:04:00,2019-11-06 19:43:36,7.66,31.13,Private,2,11
5979,2019-09-10 14:06:00,2019-09-10 19:57:36,5.86,28.67,Private,3,9
5980,2019-02-16 16:15:00,2019-02-16 23:12:36,6.96,25.06,Private,4,2
5981,2019-10-08 07:50:00,2019-10-08 10:17:36,2.46,17.71,Private,0,10
5982,2019-01-16 16:16:00,2019-01-17 07:41:48,15.43,55.55,Shared,4,1
5983,2019-03-28 00:45:00,2019-03-28 20:42:36,19.96,41.35,Private,7,3
5984,2019-06-11 16:33:00,2019-06-11 23:04:12,6.52,39.96,Private,4,6
5985,2019-01-07 14:34:00,2019-01-08 05:38:48,15.08,44.95,Shared,3,1
5986,2019-06-12 11:22:00,2019-06-12 14:41:48,3.33,11.99,Private,1,6
5987,2018-12-01 18:27:00,2018-12-01 21:16:48,2.83,10.19,Shared,4,12
5988,2020-01-01 16:47:00,2020-01-01 21:53:00,5.1,18.36,Private,4,1
5989,2018-12-04 14:40:00,2018-12-04 21:23:12,6.72,24.19,Private,3,12
5990,2019-05-21 12:58:00,2019-05-21 16:43:36,3.76,27.07,Private,2,5
5991,2019-05-09 14:26:00,2019-05-09 21:39:12,7.22,51.98,Private,3,5
5992,2019-04-27 15:55:00,2019-04-27 22:03:24,6.14,22.1,Private,3,4
5993,2019-01-08 16:55:00,2019-01-08 19:22:36,2.46,8.86,Private,4,1
5994,2019-03-19 22:22:00,2019-03-20 05:29:12,7.12,51.26,Shared,6,3
5995,2018-12-08 16:41:00,2018-12-09 01:45:12,9.07,32.65,Shared,4,12
5996,2019-10-12 16:10:00,2019-10-12 21:44:48,5.58,20.09,Private,4,10
5997,2019-05-27 21:01:00,2019-05-28 08:07:00,11.1,43.85,Private,5,5
5998,2019-09-03 14:42:00,2019-09-03 16:48:36,2.11,7.6,Private,3,9
5999,2019-01-11 13:22:00,2019-01-11 20:14:12,6.87,49.46,Private,2,1
6000,2019-09-15 04:44:00,2019-09-15 06:54:48,2.18,7.85,Shared,7,9
6001,2019-03-02 09:32:00,2019-03-02 11:48:12,2.27,8.17,Shared,1,3
6002,2018-12-25 18:22:00,2018-12-25 21:32:48,3.18,11.45,Private,4,12
6003,2019-06-19 16:52:00,2019-06-19 19:25:36,2.56,9.22,Private,4,6
6004,2019-05-21 02:48:00,2019-05-21 06:10:48,3.38,12.17,Private,7,5
6005,2019-11-30 11:58:00,2019-11-30 16:13:36,4.26,15.34,Private,1,11
6006,2019-04-02 08:48:00,2019-04-02 17:42:00,8.9,32.04,Shared,0,4
6007,2019-02-25 18:25:00,2019-02-25 22:22:36,3.96,14.26,Private,4,2
6008,2019-03-28 17:18:00,2019-03-28 18:55:48,1.63,5.87,Shared,4,3
6009,2019-11-13 23:41:00,2019-11-14 10:41:00,11.0,39.51,Private,6,11
6010,2019-09-26 19:53:00,2019-09-26 22:38:36,2.76,19.87,Private,5,9
6011,2019-03-26 04:26:00,2019-03-26 09:11:00,4.75,34.2,Private,7,3
6012,2019-06-29 19:37:00,2019-06-30 02:23:12,6.77,24.37,Shared,5,6
6013,2019-05-20 02:59:00,2019-05-20 08:41:00,5.7,41.04,Private,7,5
6014,2018-12-15 22:35:00,2018-12-16 09:14:00,10.65,38.34,Private,6,12
6015,2019-02-26 11:03:00,2019-02-26 17:58:48,6.93,33.92,Private,1,2
6016,2019-09-20 21:06:00,2019-09-20 23:48:36,2.71,9.76,Private,5,9
6017,2019-04-08 22:01:00,2019-04-09 20:46:36,22.76,59.05,Private,6,4
6018,2019-08-28 21:44:00,2019-08-29 03:24:12,5.67,40.82,Private,5,8
6019,2019-05-18 20:48:00,2019-05-19 01:16:12,4.47,16.09,Shared,5,5
6020,2019-10-03 15:00:00,2019-10-04 00:43:48,9.73,27.43,Private,3,10
6021,2019-12-09 07:54:00,2019-12-09 13:48:00,5.9,34.48,Private,0,12
6022,2019-09-12 09:12:00,2019-09-12 15:45:00,6.55,47.16,Private,1,9
6023,2019-10-24 09:50:00,2019-10-25 09:50:00,24.0,20.26,Private,1,10
6024,2019-04-06 22:25:00,2019-04-07 02:30:24,4.09,14.72,Private,6,4
6025,2019-11-28 15:23:00,2019-11-28 19:21:12,3.97,14.29,Private,3,11
6026,2019-09-14 14:13:00,2019-09-14 19:35:12,5.37,19.33,Private,3,9
6027,2019-08-25 07:09:00,2019-08-25 17:38:24,10.49,65.88,Private,0,8
